date,month,year,country,customer_name,group_1,group_2,packaging,rm_size,soup,order_unit,order_cups,cups_per_unit,production
12,03,2024,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,1400,19800,14.142857142857142,
19,03,2024,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,1900,19800,10.421052631578947,
19,03,2024,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,1400,19800,14.142857142857142,
19,03,2024,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,1400,19800,14.142857142857142,
25,03,2024,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,1022,19800,19.373776908023483,
09,03,2024,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,550,5500,10.0,
07,03,2024,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,6411,153864,24.0,
14,03,2024,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,409,16360,40.0,
08,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,279,10044,36.0,
08,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
08,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
08,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
08,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
13,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,603,21708,36.0,
14,03,2024,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,432,17280,40.0,
02,04,2024,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*8,BK,Regular,1900,15200,8.0,
08,04,2024,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*8,BK,Regular,2400,19200,8.0,
13,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,189,6804,36.0,
13,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
14,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
14,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
14,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,245,8820,36.0,
14,03,2024,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,469,18760,40.0,
20,03,2024,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
14,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,547,19692,36.0,
14,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
14,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
14,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,649,23364,36.0,
14,03,2024,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,314,12560,40.0,
12,03,2024,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,177,2124,12.0,
14,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,143,5148,36.0,
14,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
14,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
15,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
15,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
18,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,732,26352,36.0,
12,03,2024,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,272,3264,12.0,
26,03,2024,Taiwan,CP TAIWAN,R-Wonton no egg,Raw Wonton,154g*40inner,M,ซุปซอง 5g.,138,5520,40.0,
18,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,60,2160,36.0,
18,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
18,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
18,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
18,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
18,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,81,2916,36.0,
26,03,2024,Taiwan,CP TAIWAN,R-Wonton no egg,Raw Wonton,154g*40inner,M,ซุปซอง 5g.,428,17120,40.0,
18,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,711,25596,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,355,12780,36.0,
18,03,2024,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,5567,133608,24.0,
26,03,2024,Taiwan,CP TAIWAN,R-Wonton no egg,Raw Wonton,154g*40inner,M,ซุปซอง 5g.,474,18960,40.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,437,15732,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,343,12348,36.0,
26,03,2024,Taiwan,CP TAIWAN,R-Wonton no egg,Raw Wonton,154g*40inner,M,ซุปซอง 5g.,452,18080,40.0,
01,04,2024,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,1752,42048,24.0,
26,03,2024,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,378,19800,52.38095238095238,
02,04,2024,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,1400,19800,14.142857142857142,
27,03,2024,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,600,19800,33.0,
18,04,2024,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,350,19800,56.57142857142857,
19,03,2024,China,"Charoen Pokphand Import&Export Trading (Shanghai) Co., Ltd",Wonton+TY,Cooked Wonton,147g*6c*6in,M,TYEX+CO,145,5220,36.0,
21,03,2024,China,"Charoen Pokphand Import&Export Trading (Shanghai) Co., Ltd",Wonton+TY,Cooked Wonton,147g*6c*6in,M,TYEX+CO,143,5148,36.0,
25,04,2024,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEX+CO,924,22176,24.0,
26,03,2024,Taiwan,CP TAIWAN,R-Wonton no egg,Raw Wonton,154g*40inner,M,ซุปซอง 5g.,132,5280,40.0,
02,04,2024,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,345,13800,40.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,449,16164,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
19,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
22,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
22,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,662,23832,36.0,
02,04,2024,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,536,21440,40.0,
22,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,130,4680,36.0,
22,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
22,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
22,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
25,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
25,03,2024,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,596,21456,36.0,
02,04,2024,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,453,18120,40.0,
